Amount Effective from April to June 2022/Montant en vigueur en avril à juin 2022,,,
"8,256.00","8,279.99",494.86,"1,143.53"
"8,280.00","8,287.99",493.86,"1,142.53"
"8,288.00","8,303.99",492.86,"1,141.53"
"8,304.00","8,327.99",491.86,"1,140.53"
"8,328.00","8,335.99",490.86,"1,139.53"
"8,336.00","8,351.99",489.86,"1,138.53"
"8,352.00","8,375.99",488.86,"1,137.53"
"8,376.00","8,383.99",487.86,"1,136.53"
"8,384.00","8,399.99",486.86,"1,135.53"
"8,400.00","8,423.99",485.86,"1,134.53"
"8,424.00","8,431.99",484.86,"1,133.53"
"8,432.00","8,447.99",483.86,"1,132.53"
"8,448.00","8,471.99",482.86,"1,131.53"
"8,472.00","8,479.99",481.86,"1,130.53"
"8,480.00","8,495.99",480.86,"1,129.53"
"8,496.00","8,519.99",479.86,"1,128.53"
"8,520.00","8,527.99",478.86,"1,127.53"
"8,528.00","8,543.99",477.86,"1,126.53"
"8,544.00","8,567.99",476.86,"1,125.53"
"8,568.00","8,575.99",475.86,"1,124.53"
"8,576.00","8,591.99",474.86,"1,123.53"
"8,592.00","8,615.99",473.86,"1,122.53"
"8,616.00","8,623.99",472.86,"1,121.53"
"8,624.00","8,639.99",471.86,"1,120.53"
"8,640.00","8,663.99",470.86,"1,119.53"
"8,664.00","8,671.99",469.86,"1,118.53"
"8,672.00","8,687.99",468.86,"1,117.53"
"8,688.00","8,711.99",467.86,"1,116.53"
"8,712.00","8,719.99",466.86,"1,115.53"
"8,720.00","8,735.99",465.86,"1,114.53"
"8,736.00","8,759.99",464.86,"1,113.53"
"8,760.00","8,767.99",463.86,"1,112.53"
"8,768.00","8,783.99",462.86,"1,111.53"
"8,784.00","8,807.99",461.86,"1,110.53"
"8,808.00","8,815.99",460.86,"1,109.53"
"8,816.00","8,831.99",459.86,"1,108.53"
"8,832.00","8,855.99",458.86,"1,107.53"
"8,856.00","8,863.99",457.86,"1,106.53"
"8,864.00","8,879.99",456.86,"1,105.53"
"8,880.00","8,903.99",455.86,"1,104.53"
"8,904.00","8,911.99",454.86,"1,103.53"
"8,912.00","8,927.99",453.86,"1,102.53"
"8,928.00","8,951.99",452.86,"1,101.53"
"8,952.00","8,959.99",451.86,"1,100.53"
"8,960.00","8,975.99",450.86,"1,099.53"
"8,976.00","8,999.99",449.86,"1,098.53"
"9,000.00","9,007.99",448.86,"1,097.53"
"9,008.00","9,023.99",447.86,"1,096.53"
"9,024.00","9,047.99",446.86,"1,095.53"
"9,048.00","9,055.99",445.86,"1,094.53"
"9,056.00","9,071.99",444.86,"1,093.53"
"9,072.00","9,095.99",443.86,"1,092.53"
"9,096.00","9,103.99",442.86,"1,091.53"
"9,104.00","9,119.99",441.86,"1,090.53"
"9,120.00","9,143.99",440.86,"1,089.53"
"9,144.00","9,151.99",439.86,"1,088.53"
"9,152.00","9,167.99",438.86,"1,087.53"
"9,168.00","9,191.99",437.86,"1,086.53"
"9,192.00","9,199.99",436.86,"1,085.53"
"9,200.00","9,215.99",435.86,"1,084.53"
"9,216.00","9,239.99",434.86,"1,083.53"
"9,240.00","9,247.99",433.86,"1,082.53"
"9,248.00","9,263.99",433.79,"1,082.46"
"9,264.00","9,287.99",432.79,"1,081.46"
"9,288.00","9,311.99",431.79,"1,080.46"
"9,312.00","9,335.99",430.79,"1,079.46"
"9,336.00","9,359.99",429.79,"1,078.46"
"9,360.00","9,383.99",428.79,"1,077.46"
"9,384.00","9,407.99",427.79,"1,076.46"
"9,408.00","9,431.99",426.79,"1,075.46"
"9,432.00","9,455.99",425.79,"1,074.46"
"9,456.00","9,479.99",424.79,"1,073.46"
"9,480.00","9,503.99",423.79,"1,072.46"
"9,504.00","9,527.99",422.79,"1,071.46"
"9,528.00","9,551.99",421.79,"1,070.46"
"9,552.00","9,575.99",420.79,"1,069.46"
"9,576.00","9,599.99",419.79,"1,068.46"
"9,600.00","9,623.99",418.79,"1,067.46"
"9,624.00","9,647.99",417.79,"1,066.46"
"9,648.00","9,671.99",416.79,"1,065.46"
"9,672.00","9,695.99",415.79,"1,064.46"
"9,696.00","9,719.99",414.79,"1,063.46"
"9,720.00","9,743.99",413.79,"1,062.46"
"9,744.00","9,767.99",412.79,"1,061.46"
"9,768.00","9,791.99",411.79,"1,060.46"
"9,792.00","9,815.99",410.79,"1,059.46"
"9,816.00","9,839.99",409.79,"1,058.46"
"9,840.00","9,863.99",408.79,"1,057.46"
"9,864.00","9,887.99",407.79,"1,056.46"
"9,888.00","9,911.99",406.79,"1,055.46"
"9,912.00","9,935.99",405.79,"1,054.46"
"9,936.00","9,959.99",404.79,"1,053.46"
"9,960.00","9,983.99",403.79,"1,052.46"
"9,984.00","10,007.99",402.79,"1,051.46"
"10,008.00","10,031.99",401.79,"1,050.46"
"10,032.00","10,055.99",400.79,"1,049.46"
"10,056.00","10,079.99",399.79,"1,048.46"
"10,080.00","10,103.99",398.79,"1,047.46"
"10,104.00","10,127.99",397.79,"1,046.46"
"10,128.00","10,151.99",396.79,"1,045.46"
"10,152.00","10,175.99",395.79,"1,044.46"
"10,176.00","10,199.99",394.79,"1,043.46"
"10,200.00","10,223.99",393.79,"1,042.46"
"10,224.00","10,247.99",392.79,"1,041.46"
"10,248.00","10,271.99",391.79,"1,040.46"
"10,272.00","10,295.99",390.79,"1,039.46"
"10,296.00","10,319.99",389.79,"1,038.46"
"10,320.00","10,343.99",388.79,"1,037.46"
"10,344.00","10,367.99",387.79,"1,036.46"
"10,368.00","10,391.99",386.79,"1,035.46"
"10,392.00","10,415.99",385.79,"1,034.46"
"10,416.00","10,439.99",384.79,"1,033.46"
"10,440.00","10,463.99",383.79,"1,032.46"
"10,464.00","10,487.99",382.79,"1,031.46"
"10,488.00","10,511.99",381.79,"1,030.46"
"10,512.00","10,535.99",380.79,"1,029.46"
"10,536.00","10,559.99",379.79,"1,028.46"
"10,560.00","10,583.99",378.79,"1,027.46"
"10,584.00","10,607.99",377.79,"1,026.46"
"10,608.00","10,631.99",376.79,"1,025.46"
"10,632.00","10,655.99",375.79,"1,024.46"
"10,656.00","10,679.99",374.79,"1,023.46"
"10,680.00","10,703.99",373.79,"1,022.46"
"10,704.00","10,727.99",372.79,"1,021.46"
"10,728.00","10,751.99",371.79,"1,020.46"
"10,752.00","10,775.99",370.79,"1,019.46"
"10,776.00","10,799.99",369.79,"1,018.46"
"10,800.00","10,823.99",368.79,"1,017.46"
"10,824.00","10,847.99",367.79,"1,016.46"
"10,848.00","10,871.99",366.79,"1,015.46"
"10,872.00","10,895.99",365.79,"1,014.46"
"10,896.00","10,919.99",364.79,"1,013.46"
"10,920.00","10,943.99",363.79,"1,012.46"
"10,944.00","10,967.99",362.79,"1,011.46"
"10,968.00","10,991.99",361.79,"1,010.46"
"10,992.00","11,015.99",360.79,"1,009.46"
"11,016.00","11,039.99",359.79,"1,008.46"
"11,040.00","11,063.99",358.79,"1,007.46"
"11,064.00","11,087.99",357.79,"1,006.46"
"11,088.00","11,111.99",356.79,"1,005.46"
"11,112.00","11,135.99",355.79,"1,004.46"
"11,136.00","11,159.99",354.79,"1,003.46"
"11,160.00","11,183.99",353.79,"1,002.46"
"11,184.00","11,207.99",352.79,"1,001.46"
"11,208.00","11,231.99",351.79,"1,000.46"
"11,232.00","11,255.99",350.79,999.46
"11,256.00","11,279.99",349.79,998.46
"11,280.00","11,303.99",348.79,997.46
"11,304.00","11,327.99",347.79,996.46
"11,328.00","11,351.99",346.79,995.46
"11,352.00","11,375.99",345.79,994.46
"11,376.00","11,399.99",344.79,993.46
"11,400.00","11,423.99",343.79,992.46
"11,424.00","11,447.99",342.79,991.46
"11,448.00","11,471.99",341.79,990.46
"11,472.00","11,495.99",340.79,989.46
"11,496.00","11,519.99",339.79,988.46
"11,520.00","11,543.99",338.79,987.46
"11,544.00","11,567.99",337.79,986.46
"11,568.00","11,591.99",336.79,985.46
"11,592.00","11,615.99",335.79,984.46
"11,616.00","11,639.99",334.79,983.46
"11,640.00","11,663.99",333.79,982.46
"11,664.00","11,687.99",332.79,981.46
"11,688.00","11,711.99",331.79,980.46
"11,712.00","11,735.99",330.79,979.46
"11,736.00","11,759.99",329.79,978.46
"11,760.00","11,783.99",328.79,977.46
"11,784.00","11,807.99",327.79,976.46
"11,808.00","11,831.99",326.79,975.46
"11,832.00","11,855.99",325.79,974.46
"11,856.00","11,879.99",324.79,973.46
"11,880.00","11,903.99",323.79,972.46
"11,904.00","11,927.99",322.79,971.46
"11,928.00","11,951.99",321.79,970.46
"11,952.00","11,975.99",320.79,969.46
"11,976.00","11,999.99",319.79,968.46
"12,000.00","12,023.99",318.79,967.46
"12,024.00","12,047.99",317.79,966.46
"12,048.00","12,071.99",316.79,965.46
"12,072.00","12,095.99",315.79,964.46
"12,096.00","12,119.99",314.79,963.46
"12,120.00","12,143.99",313.79,962.46
"12,144.00","12,167.99",312.79,961.46
"12,168.00","12,191.99",311.79,960.46
"12,192.00","12,215.99",310.79,959.46
"12,216.00","12,239.99",309.79,958.46
"12,240.00","12,263.99",308.79,957.46
"12,264.00","12,287.99",307.79,956.46
"12,288.00","12,311.99",306.79,955.46
"12,312.00","12,335.99",305.79,954.46
"12,336.00","12,359.99",304.79,953.46
"12,360.00","12,383.99",303.79,952.46
"12,384.00","12,407.99",302.79,951.46
"12,408.00","12,431.99",301.79,950.46
"12,432.00","12,455.99",300.79,949.46
"12,456.00","12,479.99",299.79,948.46
"12,480.00","12,503.99",298.79,947.46
"12,504.00","12,527.99",297.79,946.46
"12,528.00","12,551.99",296.79,945.46
"12,552.00","12,575.99",295.79,944.46
"12,576.00","12,599.99",294.79,943.46
"12,600.00","12,623.99",293.79,942.46
"12,624.00","12,647.99",292.79,941.46
"12,648.00","12,671.99",291.79,940.46
"12,672.00","12,695.99",290.79,939.46
"12,696.00","12,719.99",289.79,938.46
"12,720.00","12,743.99",288.79,937.46
"12,744.00","12,767.99",287.79,936.46
"12,768.00","12,791.99",286.79,935.46
"12,792.00","12,815.99",285.79,934.46
"12,816.00","12,839.99",284.79,933.46
"12,840.00","12,863.99",283.79,932.46
"12,864.00","12,887.99",282.79,931.46
"12,888.00","12,911.99",281.79,930.46
"12,912.00","12,935.99",280.79,929.46
"12,936.00","12,959.99",279.79,928.46
"12,960.00","12,983.99",278.79,927.46
"12,984.00","13,007.99",277.79,926.46
"13,008.00","13,031.99",276.79,925.46
"13,032.00","13,055.99",275.79,924.46
"13,056.00","13,079.99",274.79,923.46
"13,080.00","13,103.99",273.79,922.46
"13,104.00","13,127.99",272.79,921.46
"13,128.00","13,151.99",271.79,920.46
"13,152.00","13,175.99",270.79,919.46
"13,176.00","13,199.99",269.79,918.46
"13,200.00","13,223.99",268.79,917.46
"13,224.00","13,247.99",267.79,916.46
"13,248.00","13,271.99",266.79,915.46
"13,272.00","13,295.99",265.79,914.46
"13,296.00","13,319.99",264.79,913.46
"13,320.00","13,343.99",263.79,912.46
"13,344.00","13,367.99",262.79,911.46
"13,368.00","13,391.99",261.79,910.46
"13,392.00","13,415.99",260.79,909.46
"13,416.00","13,439.99",259.79,908.46
"13,440.00","13,463.99",258.79,907.46
"13,464.00","13,487.99",257.79,906.46
"13,488.00","13,511.99",256.79,905.46
"13,512.00","13,535.99",255.79,904.46
"13,536.00","13,559.99",254.79,903.46
"13,560.00","13,583.99",253.79,902.46
"13,584.00","13,607.99",252.79,901.46
"13,608.00","13,631.99",251.79,900.46
"13,632.00","13,655.99",250.79,899.46
"13,656.00","13,679.99",249.79,898.46
"13,680.00","13,703.99",248.79,897.46
"13,704.00","13,727.99",247.79,896.46
"13,728.00","13,751.99",246.79,895.46
"13,752.00","13,775.99",245.79,894.46
"13,776.00","13,799.99",244.79,893.46
"13,800.00","13,823.99",243.79,892.46
"13,824.00","13,847.99",242.79,891.46
"13,848.00","13,871.99",241.79,890.46
"13,872.00","13,895.99",240.79,889.46
"13,896.00","13,919.99",239.79,888.46
"13,920.00","13,943.99",238.79,887.46
"13,944.00","13,967.99",237.79,886.46
"13,968.00","13,991.99",236.79,885.46
"13,992.00","14,015.99",235.79,884.46
"14,016.00","14,039.99",234.79,883.46
"14,040.00","14,063.99",233.79,882.46
"14,064.00","14,087.99",232.79,881.46
"14,088.00","14,111.99",231.79,880.46
"14,112.00","14,135.99",230.79,879.46
"14,136.00","14,159.99",229.79,878.46
"14,160.00","14,183.99",228.79,877.46
"14,184.00","14,207.99",227.79,876.46
"14,208.00","14,231.99",226.79,875.46
"14,232.00","14,255.99",225.79,874.46
"14,256.00","14,279.99",224.79,873.46
"14,280.00","14,303.99",223.79,872.46
"14,304.00","14,327.99",222.79,871.46
"14,328.00","14,351.99",221.79,870.46
"14,352.00","14,375.99",220.79,869.46
"14,376.00","14,399.99",219.79,868.46
"14,400.00","14,423.99",218.79,867.46
"14,424.00","14,447.99",217.79,866.46
"14,448.00","14,471.99",216.79,865.46
"14,472.00","14,495.99",215.79,864.46
"14,496.00","14,519.99",214.79,863.46
"14,520.00","14,543.99",213.79,862.46
"14,544.00","14,567.99",212.79,861.46
"14,568.00","14,591.99",211.79,860.46
"14,592.00","14,615.99",210.79,859.46
"14,616.00","14,639.99",209.79,858.46
"14,640.00","14,663.99",208.79,857.46
"14,664.00","14,687.99",207.79,856.46
"14,688.00","14,711.99",206.79,855.46
"14,712.00","14,735.99",205.79,854.46
"14,736.00","14,759.99",204.79,853.46
"14,760.00","14,783.99",203.79,852.46
"14,784.00","14,807.99",202.79,851.46
"14,808.00","14,831.99",201.79,850.46
"14,832.00","14,855.99",200.79,849.46
"14,856.00","14,879.99",199.79,848.46
"14,880.00","14,903.99",198.79,847.46
"14,904.00","14,927.99",197.79,846.46
"14,928.00","14,951.99",196.79,845.46
"14,952.00","14,975.99",195.79,844.46
"14,976.00","14,999.99",194.79,843.46
"15,000.00","15,023.99",193.79,842.46
"15,024.00","15,047.99",192.79,841.46
"15,048.00","15,071.99",191.79,840.46
"15,072.00","15,095.99",190.79,839.46
"15,096.00","15,119.99",189.79,838.46
"15,120.00","15,143.99",188.79,837.46
"15,144.00","15,167.99",187.79,836.46
"15,168.00","15,191.99",186.79,835.46
"15,192.00","15,215.99",185.79,834.46
"15,216.00","15,239.99",184.79,833.46
"15,240.00","15,263.99",183.79,832.46
"15,264.00","15,287.99",182.79,831.46
"15,288.00","15,311.99",181.79,830.46
"15,312.00","15,335.99",180.79,829.46
"15,336.00","15,359.99",179.79,828.46
"15,360.00","15,383.99",178.79,827.46
"15,384.00","15,407.99",177.79,826.46
"15,408.00","15,431.99",176.79,825.46
"15,432.00","15,455.99",175.79,824.46
"15,456.00","15,479.99",174.79,823.46
"15,480.00","15,503.99",173.79,822.46
"15,504.00","15,527.99",172.79,821.46
"15,528.00","15,551.99",171.79,820.46
"15,552.00","15,575.99",170.79,819.46
"15,576.00","15,599.99",169.79,818.46
"15,600.00","15,623.99",168.79,817.46
"15,624.00","15,647.99",167.79,816.46
"15,648.00","15,671.99",166.79,815.46
"15,672.00","15,695.99",165.79,814.46
"15,696.00","15,719.99",164.79,813.46
"15,720.00","15,743.99",163.79,812.46
"15,744.00","15,767.99",162.79,811.46
"15,768.00","15,791.99",161.79,810.46
"15,792.00","15,815.99",160.79,809.46
"15,816.00","15,839.99",159.79,808.46
"15,840.00","15,863.99",158.79,807.46
"15,864.00","15,887.99",157.79,806.46
"15,888.00","15,911.99",156.79,805.46
"15,912.00","15,935.99",155.79,804.46
"15,936.00","15,959.99",154.79,803.46
"15,960.00","15,983.99",153.79,802.46
"15,984.00","16,007.99",152.79,801.46
"16,008.00","16,031.99",151.79,800.46
"16,032.00","16,055.99",150.79,799.46
"16,056.00","16,079.99",149.79,798.46
"16,080.00","16,103.99",148.79,797.46
"16,104.00","16,127.99",147.79,796.46
"16,128.00","16,151.99",146.79,795.46
"16,152.00","16,175.99",145.79,794.46
"16,176.00","16,199.99",144.79,793.46
"16,200.00","16,223.99",143.79,792.46
"16,224.00","16,247.99",142.79,791.46
"16,248.00","16,271.99",141.79,790.46
"16,272.00","16,295.99",140.79,789.46
"16,296.00","16,319.99",139.79,788.46
"16,320.00","16,343.99",138.79,787.46
"16,344.00","16,367.99",137.79,786.46
"16,368.00","16,391.99",136.79,785.46
"16,392.00","16,415.99",135.79,784.46
"16,416.00","16,439.99",134.79,783.46
"16,440.00","16,463.99",133.79,782.46
"16,464.00","16,487.99",132.79,781.46
"16,488.00","16,511.99",131.79,780.46
"16,512.00","16,535.99",130.79,779.46
"16,536.00","16,559.99",129.79,778.46
"16,560.00","16,583.99",128.79,777.46
"16,584.00","16,607.99",127.79,776.46
"16,608.00","16,631.99",126.79,775.46
"16,632.00","16,655.99",125.79,774.46
"16,656.00","16,679.99",124.79,773.46
"16,680.00","16,703.99",123.79,772.46
"16,704.00","16,727.99",122.79,771.46
"16,728.00","16,751.99",121.79,770.46
"16,752.00","16,775.99",120.79,769.46
"16,776.00","16,799.99",119.79,768.46
"16,800.00","16,823.99",118.79,767.46
"16,824.00","16,847.99",117.79,766.46
"16,848.00","16,871.99",116.79,765.46
"16,872.00","16,895.99",115.79,764.46
"16,896.00","16,919.99",114.79,763.46
"16,920.00","16,943.99",113.79,762.46
"16,944.00","16,967.99",112.79,761.46
"16,968.00","16,991.99",111.79,760.46
"16,992.00","17,015.99",110.79,759.46
"17,016.00","17,039.99",109.79,758.46
"17,040.00","17,063.99",108.79,757.46
"17,064.00","17,087.99",107.79,756.46
"17,088.00","17,111.99",106.79,755.46
"17,112.00","17,135.99",105.79,754.46
"17,136.00","17,159.99",104.79,753.46
"17,160.00","17,183.99",103.79,752.46
"17,184.00","17,207.99",102.79,751.46
"17,208.00","17,231.99",101.79,750.46
"17,232.00","17,255.99",100.79,749.46
"17,256.00","17,279.99",99.79,748.46
"17,280.00","17,303.99",98.79,747.46
"17,304.00","17,327.99",97.79,746.46
"17,328.00","17,351.99",96.79,745.46
"17,352.00","17,375.99",95.79,744.46
"17,376.00","17,399.99",94.79,743.46
"17,400.00","17,423.99",93.79,742.46
"17,424.00","17,447.99",92.79,741.46
"17,448.00","17,471.99",91.79,740.46
"17,472.00","17,495.99",90.79,739.46
"17,496.00","17,519.99",89.79,738.46
"17,520.00","17,543.99",88.79,737.46
"17,544.00","17,567.99",87.79,736.46
"17,568.00","17,591.99",86.79,735.46
"17,592.00","17,615.99",85.79,734.46
"17,616.00","17,639.99",84.79,733.46
"17,640.00","17,663.99",83.79,732.46
"17,664.00","17,687.99",82.79,731.46
"17,688.00","17,711.99",81.79,730.46
"17,712.00","17,735.99",80.79,729.46
"17,736.00","17,759.99",79.79,728.46
"17,760.00","17,783.99",78.79,727.46
"17,784.00","17,807.99",77.79,726.46
"17,808.00","17,831.99",76.79,725.46
"17,832.00","17,855.99",75.79,724.46
"17,856.00","17,879.99",74.79,723.46
"17,880.00","17,903.99",73.79,722.46
"17,904.00","17,927.99",72.79,721.46
"17,928.00","17,951.99",71.79,720.46
"17,952.00","17,975.99",70.79,719.46
"17,976.00","17,999.99",69.79,718.46
"18,000.00","18,023.99",68.79,717.46
"18,024.00","18,047.99",67.79,716.46
"18,048.00","18,071.99",66.79,715.46
"18,072.00","18,095.99",65.79,714.46
"18,096.00","18,119.99",64.79,713.46
"18,120.00","18,143.99",63.79,712.46
"18,144.00","18,167.99",62.79,711.46
"18,168.00","18,191.99",61.79,710.46
"18,192.00","18,215.99",60.79,709.46
"18,216.00","18,239.99",59.79,708.46
"18,240.00","18,263.99",58.79,707.46
"18,264.00","18,287.99",57.79,706.46
"18,288.00","18,311.99",56.79,705.46
"18,312.00","18,335.99",55.79,704.46
"18,336.00","18,359.99",54.79,703.46
"18,360.00","18,383.99",53.79,702.46
"18,384.00","18,407.99",52.79,701.46
"18,408.00","18,431.99",51.79,700.46
"18,432.00","18,455.99",50.79,699.46
"18,456.00","18,479.99",49.79,698.46
"18,480.00","18,503.99",48.79,697.46
"18,504.00","18,527.99",47.79,696.46
"18,528.00","18,551.99",46.79,695.46
"18,552.00","18,575.99",45.79,694.46
"18,576.00","18,599.99",44.79,693.46
"18,600.00","18,623.99",43.79,692.46
"18,624.00","18,647.99",42.79,691.46
"18,648.00","18,671.99",41.79,690.46
"18,672.00","18,695.99",40.79,689.46
"18,696.00","18,719.99",39.79,688.46
"18,720.00","18,743.99",38.79,687.46
"18,744.00","18,767.99",37.79,686.46
"18,768.00","18,791.99",36.79,685.46
"18,792.00","18,815.99",35.79,684.46
"18,816.00","18,839.99",34.79,683.46
"18,840.00","18,863.99",33.79,682.46
"18,864.00","18,887.99",32.79,681.46
"18,888.00","18,911.99",31.79,680.46
"18,912.00","18,935.99",30.79,679.46
"18,936.00","18,959.99",29.79,678.46
"18,960.00","18,983.99",28.79,677.46
"18,984.00","19,007.99",27.79,676.46
"19,008.00","19,031.99",26.79,675.46
"19,032.00","19,055.99",25.79,674.46
"19,056.00","19,079.99",24.79,673.46
"19,080.00","19,103.99",23.79,672.46
"19,104.00","19,127.99",22.79,671.46
"19,128.00","19,151.99",21.79,670.46
"19,152.00","19,175.99",20.79,669.46
"19,176.00","19,199.99",19.79,668.46
"19,200.00","19,223.99",18.79,667.46
"19,224.00","19,247.99",17.79,666.46
"19,248.00","19,271.99",16.79,665.46
"19,272.00","19,295.99",15.79,664.46
"19,296.00","19,319.99",14.79,663.46
"19,320.00","19,343.99",13.79,662.46
"19,344.00","19,367.99",12.79,661.46
"19,368.00","19,391.99",11.79,660.46
"19,392.00","19,415.99",10.79,659.46
"19,416.00","19,439.99",9.79,658.46
"19,440.00","19,463.99",8.79,657.46
"19,464.00","19,487.99",7.79,656.46
"19,488.00","19,511.99",6.79,655.46
"19,512.00","19,535.99",5.79,654.46
"19,536.00","19,559.99",4.79,653.46
"19,560.00","19,583.99",3.79,652.46
"19,584.00","19,607.99",2.79,651.46
"19,608.00","19,631.99",1.79,650.46
"19,632.00","19,655.99",0.79,649.46
